"ID","Specializzazione","Tipologia di ospedale","Età","Anni di esperienza in chirurgia spinale","Ospedale di attività","Regione","Bacino di utenza afferente all'Ospedale","Numero di interventi cervicali annui","Principale patologia trattata","Riduzione del dolore post operatorio","Mobilizzazione più precoce del paziente","Aumento del tasso di artrodesi","Il paziente ""se lo aspetta""","Tutela medico legale","Riduzione del tasso di cifotizzazione post chirurgica","Letteratura","Esperienza personale","Insegnamento da altri colleghi","Abitudini locali","Tutela medico legale11","Età avanzata del paziente","Pregressi interventi cervicali in anamnesi","Scarsa qualità dell'osso","Età avanzata del paziente2","Pregressi interventi cervicali in anamnesi2","Scarsa qualità dell'osso2","Intervento","Collare"
20,"Neurochirurgia","Universitario",66,25,"Convenzionato","Nord",">1.000.000",4.38202663467388,"Elettiva","no","si","si","si","si","no","no","si","si","no","no","no","si","si","si","no","no"," fissazione circonferenziale","rigido"
21,"Neurochirurgia","Altro",65,30,"Pubblico","Sud e isole","100.000-500.000",4.38202663467388,"Elettiva",NA,NA,NA,NA,NA,NA,"si","si",NA,NA,NA,NA,NA,NA,NA,NA,NA," fissazione circonferenziale","nessun collare"
22,"Neurochirurgia","Altro",64,30,"Pubblico","Sud e isole","100.000-500.000",5.01063529409626,"Elettiva","si",NA,NA,NA,NA,NA,NA,NA,"si",NA,NA,NA,NA,"si","si","si",NA," fissazione circonferenziale","morbido"
23,"Neurochirurgia","Policlinico",44,10,"Pubblico","Nord",">1.000.000",3.91202300542815,"Traumatica","si","si","si","no","no","no","si","si","si","no","no","si","no","si","no","no","no"," fissazione circonferenziale","rigido"
24,"Neurochirurgia","Policlinico",44,15,"Convenzionato","Nord","100.000-500.000",3.68887945411394,"Elettiva","no","si","si","no","si","si","no","si","si","si","si","no","no","si",NA,NA,NA," fissazione circonferenziale","rigido"
25,"Neurochirurgia","Altro",67,35,"Pubblico","Nord","500.000-1.000.000",4.17438726989564,"Traumatica","si","si","no","no","no","no","no","si","no","si","no","si","si","si","no","no","no"," fissazione circonferenziale","rigido"
26,"Neurochirurgia","Altro",68,45,"Convenzionato","Sud e isole","<100.000",3.91202300542815,"Elettiva","si","si","no","si","si","si","no","si","si","si","no","si","si","si","si","no","no"," fissazione circonferenziale","morbido"
27,"Neurochirurgia","Altro",52,20,"Pubblico","Nord","500.000-1.000.000",3.91202300542815,"Elettiva",NA,NA,NA,NA,NA,NA,"si","si",NA,NA,NA,NA,"si","si","no",NA,NA," fissazione circonferenziale","nessun collare"
28,"Neurochirurgia","Altro",45,5,"Pubblico","Sud e isole",">1.000.000",4.29045944114839,"Traumatica","si",NA,"si",NA,NA,NA,"no","si","si","si","no","si","no","si","no","no","no"," fissazione circonferenziale","rigido"
29,"Neurochirurgia","Policlinico",62,30,"Pubblico","Nord","500.000-1.000.000",4.60517018598809,"Elettiva","no","no","no","no","no","no","no","si","si","si","no","no","no","no","no","no","no"," fissazione circonferenziale","nessun collare"
30,"Neurochirurgia","Universitario",53,21,"Pubblico","Centro",">1.000.000",4.60517018598809,"Elettiva",NA,NA,NA,NA,NA,NA,"si","si",NA,NA,"si",NA,NA,"si",NA,NA,NA," fissazione circonferenziale","nessun collare"
31,"Neurochirurgia","Altro",45,13,"Pubblico","Sud e isole",">1.000.000",5.01063529409626,"Elettiva",NA,NA,NA,NA,NA,NA,"si","no","no","no","no","si","si","si","si","si","si"," fissazione circonferenziale","nessun collare"
32,"Neurochirurgia","Universitario",35,9,"Pubblico","Centro",">1.000.000",3.91202300542815,"Elettiva","no","no","no","no","no","no","no","no","no","no","si","no","no","no","no","no","no"," fissazione circonferenziale","nessun collare"
33,"Neurochirurgia","Universitario",43,12,"Pubblico","Sud e isole","500.000-1.000.000",2.70805020110221,"Elettiva","si","si","si","no","no","no","no","si","si","si","no","no","no","si","si","no","no"," fissazione circonferenziale","rigido"
35,"Neurochirurgia","Policlinico",60,25,"Pubblico","Centro","500.000-1.000.000",4.24849524204936,"Elettiva","no","no","si","no","no","no","no","si","si","no","no","no","si","si","no","no","no"," fissazione circonferenziale","rigido"
36,"Neurochirurgia","Altro",68,25,"Pubblico","Centro",">1.000.000",2.99573227355399,"Elettiva","si","si",NA,NA,NA,NA,"no","si",NA,NA,NA,"si","si","si","no","no","no"," fissazione circonferenziale","rigido"
37,"Neurochirurgia","Policlinico",59,30,"Pubblico","Nord","100.000-500.000",3.91202300542815,"Elettiva","si","no","no","no","no","no","no","si","si","si","no","no","no","si","no","no","no"," fissazione circonferenziale","morbido"
39,"Neurochirurgia","Altro",62,25,"Pubblico","Sud e isole","500.000-1.000.000",3.2188758248682,"Traumatica",NA,"si","si",NA,NA,NA,NA,"si",NA,NA,NA,"si",NA,"si","si",NA,"si"," fissazione circonferenziale","rigido"
40,"Neurochirurgia","Altro",59,34,"Pubblico","Sud e isole","100.000-500.000",3.63758615972639,"Elettiva","no","no","no","no","no","no","si","si","si","no","no","si","si","si","si","si","si"," fissazione circonferenziale","nessun collare"
41,"Neurochirurgia","Altro",72,30,"Convenzionato","Nord","100.000-500.000",3.91202300542815,"Elettiva","si",NA,NA,NA,NA,NA,"si","si",NA,NA,NA,"si",NA,"si",NA,NA,NA," fissazione circonferenziale","morbido"
42,"Neurochirurgia","Altro",64,30,"Pubblico","Sud e isole","500.000-1.000.000",4.60517018598809,"Elettiva","si","si","si","no","no","no","no","si","si","no","no","no","si","si","no","no","no"," fissazione circonferenziale","morbido"
43,"Neurochirurgia","Policlinico",55,20,"Pubblico","Sud e isole","100.000-500.000",4.14313472639153,"Elettiva","no","si","si","no","si","no","si","si","si","si","si","no","no","si","si","no","no"," fissazione circonferenziale","rigido"
44,"Neurochirurgia","Universitario",53,21,"Pubblico","Nord","500.000-1.000.000",3.91202300542815,"Traumatica","si","si","si","si","no","no","no","si","si","si","no","no","no","si","si","no","no"," fissazione circonferenziale","rigido"
45,"Neurochirurgia","Policlinico",45,15,"Pubblico","Nord","100.000-500.000",4.49980967033027,"Elettiva","si","si","si","si","no","no","no","si","si","si","no","si","si","si","no","no","no"," fissazione circonferenziale","rigido"
46,"Neurochirurgia","Policlinico",56,25,"Pubblico","Nord",">1.000.000",4.60517018598809,"Elettiva","si","si","si","si","si","si","si","si","si","si","si","si","si","si","no","no","no"," fissazione circonferenziale","rigido"
47,"Ortopedia","Universitario",44,14,"Pubblico","Nord","100.000-500.000",2.99573227355399,"Elettiva","no","si","si","no","no","si","no","si","si","si","no","si","no","si","no","no","no"," fissazione circonferenziale","rigido"
48,"Neurochirurgia","Altro",37,5,"Pubblico","Sud e isole","<100.000",2.99573227355399,"Elettiva","si","si","si","si","si","si","no","si","si","no","si","si","no","si","no","no","no"," fissazione circonferenziale","rigido"
49,"Neurochirurgia","Universitario",63,30,"Pubblico","Centro","100.000-500.000",4.0943445622221,"Elettiva",NA,NA,NA,NA,NA,NA,NA,"si",NA,NA,NA,NA,NA,"si","si",NA,NA," fissazione circonferenziale","nessun collare"
50,"Ortopedia","Altro",56,25,"Convenzionato","Nord","100.000-500.000",3.55534806148941,"Elettiva",NA,NA,NA,NA,NA,NA,"si","si",NA,NA,NA,"no","no","no","si","no","no"," fissazione circonferenziale","nessun collare"
51,"Ortopedia","Universitario",44,14,"Pubblico","Nord","100.000-500.000",2.99573227355399,"Elettiva","no","si","si","no","no","si","no","si","si","si","no","si","no","si","no","no","no"," fissazione circonferenziale","rigido"
52,"Neurochirurgia","Policlinico",75,35,"Convenzionato","Centro",">1.000.000",3.40119738166216,"Elettiva","si",NA,NA,NA,NA,NA,NA,NA,NA,"si",NA,"no","no","no","no","no","no"," fissazione circonferenziale","rigido"
54,"Neurochirurgia","Universitario",37,7,"Pubblico","Centro","100.000-500.000",4.49980967033027,"Traumatica","si","si","si","si","no","no","si","si","si","si","si","si","si","si","no","no","no"," fissazione circonferenziale","rigido"
55,"Neurochirurgia","Policlinico",48,18,"Pubblico","Nord","500.000-1.000.000",3.91202300542815,"Elettiva","si","no","no","no","no","no","si","si","si","no","no","no","no","si","no","no","no"," fissazione circonferenziale","nessun collare"
56,"Neurochirurgia","Universitario",47,15,"Pubblico","Nord",">1.000.000",5.01063529409626,"Elettiva","si","si","si","no","no","no","si","si","si","no","no","si","si","si","no","no","no"," fissazione circonferenziale","morbido"
57,"Neurochirurgia","Altro",68,35,"Convenzionato","Nord","500.000-1.000.000",3.91202300542815,"Elettiva","si","si","si","si","si","si","si","si","si","si","no","no","si","si","si","no","no"," fissazione circonferenziale","rigido"
58,"Neurochirurgia","Altro",42,12,"Pubblico","Nord","500.000-1.000.000",4.38202663467388,"Elettiva","si","si",NA,NA,"si",NA,"no","si","si","si","si","no","no","si","no","si","no"," fissazione circonferenziale","rigido"
59,"Neurochirurgia","Altro",45,10,"Pubblico","Nord","500.000-1.000.000",2.99573227355399,"Elettiva","si","no","si","no","si","si","si","si","no","no","si","no","no","no","si","no","no"," fissazione circonferenziale","rigido"
60,"Neurochirurgia","Universitario",58,28,"Pubblico","Nord","500.000-1.000.000",3.91202300542815,"Elettiva","si",NA,NA,NA,NA,"si","si","si","si",NA,NA,NA,NA,"si","si",NA,NA," fissazione circonferenziale","rigido"
61,"Neurochirurgia","Universitario",61,30,"Pubblico","Centro",">1.000.000",3.40119738166216,"Elettiva","si","si","si","no","si","no","si","si","si","si","si","no","no","si","si","no","no"," fissazione circonferenziale","rigido"
